entry_id,trade_timestamp,contract_symbol,ltp,open_interest,implied_volatility
OPT_1020,2026/08/04-01:59:00 PM,  NIFTY_19400_CE  ,12.44,42359.0,30.11%
OPT_1021,2026/08/04-12:05:00 PM,  NIFTY_19400_CE  ,$104.68,0.0,N/A
OPT_1022,2026/08/04-02:08:00 PM,  BANKNIFTY_19100_PE  ,₹284.55,7181.0,19.09%
OPT_1023,2026/08/04-12:46:00 PM,  BANKNIFTY_19600_CE  ,238.94,7449.0,18.79%
OPT_1024,2026/08/04-10:11:00 AM,  NIFTY_19100_CE  ,₹192.34,28648.0,17.0%
OPT_1025,2026/08/04-09:54:00 AM,  BANKNIFTY_19600_CE  ,27.2,1967.0,28.97%
OPT_1026,2026/08/04-10:41:00 AM,  BANKNIFTY_19300_PE  ,$82.67,4842.0,31.71%
OPT_1027,2026/08/04-11:31:00 AM,  BANKNIFTY_19200_PE  ,246.84,0.0,15.1%
OPT_1028,2026/08/04-11:47:00 AM,  NIFTY_19000_CE  ,₹264.31,0.0,30.39%
OPT_1029,2026/08/04-01:47:00 PM,  NIFTY_19000_CE  ,₹299.46,39996.0,16.7%
OPT_1030,2026/08/04-10:17:00 AM,  NIFTY_19400_CE  ,$220.59,0.0,18.33%
OPT_1031,2026/08/04-11:29:00 AM,  NIFTY_19500_PE  ,$91.15,0.0,21.14%
OPT_1032,2026/08/04-09:53:00 AM,  NIFTY_19300_CE  ,₹34.91,,N/A
OPT_1033,2026/08/04-12:14:00 PM,  NIFTY_19100_PE  ,$106.9,0.0,31.68%
OPT_1034,2026/08/04-01:46:00 PM,  NIFTY_19500_PE  ,₹326.8,,N/A
OPT_1035,2026/08/04-10:10:00 AM,  NIFTY_19200_PE  ,215.64,23471.0,29.06%
OPT_1036,2026/08/04-01:34:00 PM,  BANKNIFTY_19200_CE  ,$41.38,19132.0,N/A
OPT_1037,2026/08/04-10:22:00 AM,  BANKNIFTY_19100_PE  ,$197.57,37759.0,N/A
OPT_1038,2026/08/04-10:32:00 AM,  NIFTY_19600_PE  ,₹208.05,29166.0,N/A
OPT_1039,2026/08/04-12:22:00 PM,  NIFTY_19200_CE  ,241.9,,29.68%
OPT_1040,2026/08/04-12:44:00 PM,  NIFTY_19100_CE  ,₹341.91,28020.0,30.49%
OPT_1041,2026/08/04-12:46:00 PM,  NIFTY_19200_CE  ,₹277.71,26070.0,16.45%
OPT_1042,2026/08/04-01:11:00 PM,  BANKNIFTY_19200_CE  ,85.79,,29.29%
OPT_1043,2026/08/04-11:38:00 AM,  BANKNIFTY_19500_PE  ,241.04,22702.0,N/A
OPT_1044,2026/08/04-11:29:00 AM,  NIFTY_19400_PE  ,23.01,,18.27%
OPT_1045,2026/08/04-01:37:00 PM,  NIFTY_19300_CE  ,96.61,29577.0,28.13%
OPT_1046,2026/08/04-10:56:00 AM,  BANKNIFTY_19300_CE  ,$332.62,,14.49%
OPT_1047,2026/08/04-11:49:00 AM,  BANKNIFTY_19500_PE  ,120.9,0.0,N/A
OPT_1048,2026/08/04-12:51:00 PM,  BANKNIFTY_19500_CE  ,$219.28,0.0,18.08%
OPT_1049,2026/08/04-11:03:00 AM,  BANKNIFTY_19600_PE  ,$168.1,45277.0,27.87%
OPT_1050,2026/08/04-10:42:00 AM,  NIFTY_19200_PE  ,₹41.75,,15.98%
OPT_1051,2026/08/04-09:28:00 AM,  NIFTY_19100_PE  ,₹217.83,,23.51%
OPT_1052,2026/08/04-12:32:00 PM,  BANKNIFTY_19300_CE  ,60.17,1363.0,16.38%
OPT_1053,2026/08/04-01:41:00 PM,  BANKNIFTY_19000_CE  ,₹321.94,30914.0,25.35%
OPT_1054,2026/08/04-02:02:00 PM,  BANKNIFTY_19600_PE  ,218.3,,22.96%
OPT_1055,2026/08/04-10:37:00 AM,  BANKNIFTY_19300_PE  ,265.6,0.0,16.78%
OPT_1056,2026/08/04-01:01:00 PM,  NIFTY_19500_PE  ,$89.73,0.0,N/A
OPT_1057,2026/08/04-10:33:00 AM,  NIFTY_19300_CE  ,₹250.18,,21.32%
OPT_1058,2026/08/04-09:47:00 AM,  NIFTY_19600_PE  ,142.42,46581.0,27.31%
OPT_1059,2026/08/04-12:30:00 PM,  BANKNIFTY_19000_PE  ,$111.53,0.0,22.92%
OPT_1060,2026/08/04-11:08:00 AM,  BANKNIFTY_19100_PE  ,₹158.18,,27.96%
OPT_1061,2026/08/04-10:40:00 AM,  BANKNIFTY_19100_CE  ,318.36,0.0,N/A
OPT_1062,2026/08/04-12:55:00 PM,  NIFTY_19600_PE  ,$71.79,,18.54%
OPT_1063,2026/08/04-12:30:00 PM,  BANKNIFTY_19600_PE  ,₹95.77,31822.0,13.04%
OPT_1064,2026/08/04-12:15:00 PM,  NIFTY_19500_CE  ,275.62,3638.0,15.99%
OPT_1065,2026/08/04-09:26:00 AM,  NIFTY_19100_CE  ,₹171.01,37960.0,17.12%
OPT_1066,2026/08/04-12:24:00 PM,  NIFTY_19400_CE  ,₹274.45,21384.0,30.58%
OPT_1067,2026/08/04-02:10:00 PM,  BANKNIFTY_19300_CE  ,35.84,42106.0,N/A
OPT_1068,2026/08/04-11:50:00 AM,  NIFTY_19600_CE  ,$128.05,,N/A
OPT_1069,2026/08/04-12:10:00 PM,  NIFTY_19600_PE  ,₹289.59,,28.57%
OPT_1070,2026/08/04-10:34:00 AM,  BANKNIFTY_19100_PE  ,219.41,,26.62%
OPT_1071,2026/08/04-11:33:00 AM,  BANKNIFTY_19600_CE  ,₹292.45,,21.29%
OPT_1072,2026/08/04-12:30:00 PM,  BANKNIFTY_19000_PE  ,₹299.32,32952.0,17.17%
OPT_1073,2026/08/04-11:39:00 AM,  BANKNIFTY_19400_CE  ,₹185.65,6610.0,21.77%
OPT_1074,2026/08/04-11:19:00 AM,  BANKNIFTY_19500_PE  ,₹162.38,,25.84%
OPT_1075,2026/08/04-11:52:00 AM,  BANKNIFTY_19300_PE  ,154.67,,21.07%
OPT_1076,2026/08/04-11:52:00 AM,  BANKNIFTY_19100_CE  ,$255.24,0.0,27.24%
OPT_1077,2026/08/04-10:50:00 AM,  NIFTY_19100_PE  ,104.01,0.0,14.01%
OPT_1078,2026/08/04-10:55:00 AM,  BANKNIFTY_19100_PE  ,₹71.01,0.0,N/A
OPT_1079,2026/08/04-09:39:00 AM,  NIFTY_19400_PE  ,₹247.12,,N/A
OPT_1080,2026/08/04-09:22:00 AM,  BANKNIFTY_19300_PE  ,₹159.76,,21.55%
OPT_1081,2026/08/04-09:49:00 AM,  BANKNIFTY_19300_CE  ,206.19,4513.0,N/A
OPT_1082,2026/08/04-02:04:00 PM,  BANKNIFTY_19000_CE  ,$50.27,0.0,16.51%
OPT_1083,2026/08/04-01:43:00 PM,  BANKNIFTY_19300_PE  ,111.1,,13.2%
OPT_1084,2026/08/04-10:06:00 AM,  NIFTY_19500_CE  ,₹99.98,11292.0,13.5%
OPT_1085,2026/08/04-09:17:00 AM,  BANKNIFTY_19300_PE  ,₹109.03,0.0,29.19%
OPT_1086,2026/08/04-09:52:00 AM,  NIFTY_19200_CE  ,154.55,0.0,N/A
OPT_1087,2026/08/04-11:32:00 AM,  NIFTY_19000_CE  ,$66.41,0.0,30.42%
OPT_1088,2026/08/04-01:00:00 PM,  NIFTY_19300_PE  ,$247.91,0.0,13.61%
OPT_1089,2026/08/04-09:36:00 AM,  BANKNIFTY_19500_PE  ,₹215.26,6985.0,28.72%
OPT_1090,2026/08/04-02:10:00 PM,  NIFTY_19600_PE  ,₹205.92,0.0,30.32%
OPT_1091,2026/08/04-10:48:00 AM,  BANKNIFTY_19500_PE  ,$339.48,,25.4%
OPT_1092,2026/08/04-10:38:00 AM,  BANKNIFTY_19300_PE  ,$107.99,37051.0,18.29%
OPT_1093,2026/08/04-12:01:00 PM,  NIFTY_19600_PE  ,₹304.07,0.0,13.08%
OPT_1094,2026/08/04-01:41:00 PM,  BANKNIFTY_19400_PE  ,₹222.64,,30.55%
OPT_1095,2026/08/04-01:00:00 PM,  BANKNIFTY_19000_CE  ,340.87,0.0,23.02%
OPT_1096,2026/08/04-01:58:00 PM,  BANKNIFTY_19000_CE  ,₹347.37,31241.0,15.08%
OPT_1097,2026/08/04-11:45:00 AM,  BANKNIFTY_19300_PE  ,₹343.28,0.0,N/A
OPT_1098,2026/08/04-10:53:00 AM,  NIFTY_19600_CE  ,$103.92,0.0,12.05%
OPT_1099,2026/08/04-11:48:00 AM,  BANKNIFTY_19600_CE  ,$161.83,,22.87%
OPT_1100,2026/08/04-01:09:00 PM,  BANKNIFTY_19600_CE  ,₹343.46,,27.51%
OPT_1101,2026/08/04-09:38:00 AM,  BANKNIFTY_19500_PE  ,$249.78,0.0,25.04%
OPT_1102,2026/08/04-10:33:00 AM,  BANKNIFTY_19000_CE  ,180.78,22757.0,20.81%
OPT_1103,2026/08/04-01:45:00 PM,  BANKNIFTY_19000_CE  ,149.39,11116.0,31.38%
OPT_1104,2026/08/04-12:09:00 PM,  BANKNIFTY_19500_CE  ,299.6,,24.54%
OPT_1105,2026/08/04-01:25:00 PM,  NIFTY_19400_CE  ,89.82,19833.0,20.68%
OPT_1106,2026/08/04-10:06:00 AM,  NIFTY_19300_CE  ,₹245.96,,17.87%
OPT_1107,2026/08/04-12:27:00 PM,  BANKNIFTY_19100_CE  ,190.6,45682.0,13.58%
OPT_1108,2026/08/04-12:31:00 PM,  NIFTY_19300_CE  ,88.94,,12.19%
OPT_1109,2026/08/04-01:14:00 PM,  BANKNIFTY_19500_CE  ,$35.11,,20.49%
OPT_1110,2026/08/04-11:24:00 AM,  BANKNIFTY_19600_PE  ,$77.73,32667.0,23.44%
OPT_1111,2026/08/04-02:10:00 PM,  BANKNIFTY_19500_PE  ,17.46,,N/A
OPT_1112,2026/08/04-09:41:00 AM,  BANKNIFTY_19600_PE  ,₹273.75,,15.8%
OPT_1113,2026/08/04-11:24:00 AM,  NIFTY_19500_CE  ,317.16,,12.67%
OPT_1114,2026/08/04-12:22:00 PM,  NIFTY_19000_PE  ,$121.08,12510.0,N/A
OPT_1115,2026/08/04-01:52:00 PM,  BANKNIFTY_19400_PE  ,$292.36,,18.77%
OPT_1116,2026/08/04-10:14:00 AM,  BANKNIFTY_19000_CE  ,₹266.41,0.0,19.95%
OPT_1117,2026/08/04-02:01:00 PM,  BANKNIFTY_19000_PE  ,14.73,,26.98%
OPT_1118,2026/08/04-11:30:00 AM,  BANKNIFTY_19600_PE  ,₹46.84,31898.0,30.86%
OPT_1119,2026/08/04-12:03:00 PM,  NIFTY_19500_CE  ,$226.04,,14.33%
OPT_1120,2026/08/04-09:39:00 AM,  NIFTY_19200_PE  ,₹49.48,36228.0,19.42%
OPT_1121,2026/08/04-01:52:00 PM,  BANKNIFTY_19400_CE  ,311.04,,30.78%
OPT_1122,2026/08/04-11:39:00 AM,  NIFTY_19500_PE  ,$83.87,,N/A
OPT_1123,2026/08/04-12:24:00 PM,  BANKNIFTY_19000_PE  ,₹103.8,30800.0,24.83%
OPT_1124,2026/08/04-09:26:00 AM,  NIFTY_19600_PE  ,₹92.81,38000.0,N/A
OPT_1125,2026/08/04-01:59:00 PM,  NIFTY_19400_CE  ,₹286.44,22532.0,23.92%
OPT_1126,2026/08/04-11:37:00 AM,  NIFTY_19100_PE  ,₹281.49,44323.0,N/A
OPT_1127,2026/08/04-12:19:00 PM,  NIFTY_19400_PE  ,$15.37,4434.0,22.52%
OPT_1128,2026/08/04-09:48:00 AM,  BANKNIFTY_19300_PE  ,₹184.5,0.0,24.3%
OPT_1129,2026/08/04-01:42:00 PM,  BANKNIFTY_19300_CE  ,$30.68,,21.81%
OPT_1130,2026/08/04-01:03:00 PM,  NIFTY_19000_PE  ,₹216.82,,23.71%
OPT_1131,2026/08/04-12:02:00 PM,  BANKNIFTY_19400_PE  ,164.26,29193.0,14.29%
OPT_1132,2026/08/04-01:58:00 PM,  NIFTY_19300_PE  ,$311.95,,26.59%
OPT_1133,2026/08/04-11:56:00 AM,  BANKNIFTY_19200_PE  ,₹137.26,,N/A
OPT_1134,2026/08/04-09:59:00 AM,  NIFTY_19300_CE  ,$263.16,0.0,N/A
OPT_1135,2026/08/04-02:03:00 PM,  BANKNIFTY_19500_CE  ,149.67,0.0,N/A
OPT_1136,2026/08/04-11:43:00 AM,  BANKNIFTY_19200_CE  ,₹206.49,0.0,28.95%
OPT_1137,2026/08/04-12:15:00 PM,  BANKNIFTY_19000_PE  ,$205.19,0.0,24.85%
OPT_1138,2026/08/04-09:29:00 AM,  BANKNIFTY_19000_CE  ,$102.91,,N/A
OPT_1139,2026/08/04-10:29:00 AM,  BANKNIFTY_19000_CE  ,₹261.93,0.0,19.52%
OPT_1140,2026/08/04-01:08:00 PM,  BANKNIFTY_19100_PE  ,$115.96,0.0,N/A
OPT_1141,2026/08/04-09:42:00 AM,  NIFTY_19100_CE  ,$239.15,0.0,24.14%
OPT_1142,2026/08/04-12:48:00 PM,  BANKNIFTY_19100_CE  ,₹127.36,0.0,21.73%
OPT_1143,2026/08/04-11:53:00 AM,  NIFTY_19100_PE  ,₹344.71,1503.0,16.22%
OPT_1144,2026/08/04-10:26:00 AM,  BANKNIFTY_19200_PE  ,$50.79,,19.6%
OPT_1145,2026/08/04-11:13:00 AM,  BANKNIFTY_19000_PE  ,₹303.0,29588.0,13.56%
OPT_1146,2026/08/04-11:56:00 AM,  BANKNIFTY_19400_PE  ,$251.23,19973.0,31.32%
OPT_1147,2026/08/04-10:43:00 AM,  BANKNIFTY_19600_PE  ,₹39.96,,22.48%
OPT_1148,2026/08/04-12:38:00 PM,  BANKNIFTY_19500_PE  ,₹85.33,0.0,22.61%
OPT_1149,2026/08/04-10:55:00 AM,  BANKNIFTY_19200_CE  ,₹90.33,17775.0,15.06%
OPT_1150,2026/08/04-09:54:00 AM,  NIFTY_19600_PE  ,167.74,,29.64%
OPT_1151,2026/08/04-12:01:00 PM,  BANKNIFTY_19100_PE  ,$33.22,,23.83%
OPT_1152,2026/08/04-12:16:00 PM,  NIFTY_19200_PE  ,₹163.65,,N/A
OPT_1153,2026/08/04-10:02:00 AM,  BANKNIFTY_19300_CE  ,162.91,43718.0,21.51%
OPT_1154,2026/08/04-10:33:00 AM,  NIFTY_19300_CE  ,$285.73,47813.0,15.45%
OPT_1155,2026/08/04-11:22:00 AM,  BANKNIFTY_19300_CE  ,$133.73,,25.58%
OPT_1156,2026/08/04-09:42:00 AM,  BANKNIFTY_19000_PE  ,42.13,,29.03%
OPT_1157,2026/08/04-10:32:00 AM,  BANKNIFTY_19000_CE  ,$321.69,0.0,14.58%
OPT_1158,2026/08/04-09:59:00 AM,  BANKNIFTY_19400_PE  ,$228.79,0.0,30.94%
OPT_1159,2026/08/04-01:45:00 PM,  NIFTY_19500_PE  ,₹182.89,,16.28%
OPT_1160,2026/08/04-01:24:00 PM,  NIFTY_19100_CE  ,$62.68,0.0,28.7%
OPT_1161,2026/08/04-01:45:00 PM,  NIFTY_19500_PE  ,307.97,0.0,15.24%
OPT_1162,2026/08/04-10:40:00 AM,  BANKNIFTY_19000_PE  ,133.86,,27.05%
OPT_1163,2026/08/04-01:05:00 PM,  NIFTY_19400_CE  ,$115.22,,23.41%
OPT_1164,2026/08/04-01:01:00 PM,  BANKNIFTY_19600_PE  ,274.56,,28.34%
OPT_1165,2026/08/04-10:26:00 AM,  BANKNIFTY_19000_PE  ,307.2,0.0,29.02%
OPT_1166,2026/08/04-11:41:00 AM,  NIFTY_19600_CE  ,102.75,,N/A
OPT_1167,2026/08/04-11:09:00 AM,  BANKNIFTY_19200_CE  ,$151.06,,31.89%
OPT_1168,2026/08/04-12:27:00 PM,  NIFTY_19000_PE  ,326.48,,14.75%
OPT_1169,2026/08/04-11:42:00 AM,  BANKNIFTY_19500_CE  ,$268.01,0.0,N/A
OPT_1170,2026/08/04-09:56:00 AM,  NIFTY_19200_CE  ,293.89,0.0,14.22%
OPT_1171,2026/08/04-11:43:00 AM,  NIFTY_19200_CE  ,$26.23,0.0,14.22%
OPT_1172,2026/08/04-01:31:00 PM,  NIFTY_19500_CE  ,$254.31,29130.0,16.81%
OPT_1173,2026/08/04-12:49:00 PM,  NIFTY_19500_CE  ,$187.98,0.0,27.73%
OPT_1174,2026/08/04-01:35:00 PM,  NIFTY_19300_PE  ,$24.8,,19.14%
OPT_1175,2026/08/04-09:50:00 AM,  BANKNIFTY_19100_CE  ,272.31,22791.0,N/A
OPT_1176,2026/08/04-01:55:00 PM,  BANKNIFTY_19600_CE  ,292.33,0.0,15.65%
OPT_1177,2026/08/04-10:25:00 AM,  NIFTY_19500_PE  ,₹22.57,3870.0,18.31%
OPT_1178,2026/08/04-11:54:00 AM,  BANKNIFTY_19600_PE  ,96.13,,27.62%
OPT_1179,2026/08/04-12:05:00 PM,  BANKNIFTY_19000_PE  ,$158.56,,19.73%
OPT_1180,2026/08/04-10:51:00 AM,  BANKNIFTY_19500_PE  ,134.9,18479.0,13.58%
OPT_1181,2026/08/04-10:48:00 AM,  BANKNIFTY_19200_CE  ,37.22,,26.35%
OPT_1182,2026/08/04-10:41:00 AM,  BANKNIFTY_19200_PE  ,$24.4,,31.6%
OPT_1183,2026/08/04-09:45:00 AM,  NIFTY_19500_PE  ,133.53,45525.0,14.86%
OPT_1184,2026/08/04-01:00:00 PM,  NIFTY_19100_CE  ,90.24,,23.34%
OPT_1185,2026/08/04-10:34:00 AM,  BANKNIFTY_19200_PE  ,₹160.94,38612.0,19.96%
OPT_1186,2026/08/04-11:38:00 AM,  NIFTY_19000_CE  ,$260.13,,14.36%
OPT_1187,2026/08/04-11:29:00 AM,  BANKNIFTY_19100_PE  ,$245.95,14118.0,N/A
OPT_1188,2026/08/04-09:53:00 AM,  BANKNIFTY_19100_PE  ,349.07,0.0,13.3%
OPT_1189,2026/08/04-01:53:00 PM,  BANKNIFTY_19200_CE  ,252.02,42792.0,22.18%
OPT_1190,2026/08/04-10:18:00 AM,  NIFTY_19600_CE  ,$90.49,,19.38%
OPT_1191,2026/08/04-01:58:00 PM,  NIFTY_19400_CE  ,$32.35,0.0,20.22%
OPT_1192,2026/08/04-12:45:00 PM,  NIFTY_19100_PE  ,$228.4,0.0,14.57%
OPT_1193,2026/08/04-01:58:00 PM,  NIFTY_19600_CE  ,₹157.09,0.0,15.29%
OPT_1194,2026/08/04-12:01:00 PM,  NIFTY_19200_PE  ,$297.62,0.0,17.49%
OPT_1195,2026/08/04-11:51:00 AM,  NIFTY_19400_CE  ,211.21,11105.0,26.41%
OPT_1196,2026/08/04-12:08:00 PM,  NIFTY_19600_CE  ,37.62,,27.34%
OPT_1197,2026/08/04-12:49:00 PM,  NIFTY_19300_PE  ,$228.25,32650.0,25.7%
OPT_1198,2026/08/04-11:48:00 AM,  BANKNIFTY_19000_CE  ,$63.75,,24.13%
OPT_1199,2026/08/04-11:56:00 AM,  BANKNIFTY_19500_PE  ,₹341.63,0.0,18.38%
OPT_1200,2026/08/04-01:14:00 PM,  NIFTY_19200_PE  ,₹94.29,,29.28%
OPT_1201,2026/08/04-12:50:00 PM,  NIFTY_19600_CE  ,286.58,,15.19%
OPT_1202,2026/08/04-01:39:00 PM,  BANKNIFTY_19300_PE  ,₹179.11,0.0,16.81%
OPT_1203,2026/08/04-02:14:00 PM,  BANKNIFTY_19000_CE  ,105.66,0.0,22.73%
OPT_1204,2026/08/04-10:11:00 AM,  BANKNIFTY_19100_PE  ,$257.35,24982.0,23.41%
OPT_1205,2026/08/04-10:55:00 AM,  BANKNIFTY_19400_PE  ,35.0,0.0,31.78%
OPT_1206,2026/08/04-10:16:00 AM,  NIFTY_19000_PE  ,$136.89,,15.98%
OPT_1207,2026/08/04-01:36:00 PM,  BANKNIFTY_19400_CE  ,₹25.4,,22.39%
OPT_1208,2026/08/04-10:32:00 AM,  NIFTY_19200_PE  ,65.25,,22.15%
OPT_1209,2026/08/04-01:36:00 PM,  BANKNIFTY_19500_PE  ,₹171.46,,31.6%
OPT_1210,2026/08/04-02:14:00 PM,  BANKNIFTY_19600_CE  ,$212.95,0.0,26.43%
OPT_1211,2026/08/04-02:14:00 PM,  BANKNIFTY_19100_PE  ,60.24,16872.0,26.01%
OPT_1212,2026/08/04-10:53:00 AM,  NIFTY_19300_PE  ,$152.39,46252.0,27.5%
OPT_1213,2026/08/04-01:17:00 PM,  NIFTY_19500_CE  ,186.35,0.0,19.54%
OPT_1214,2026/08/04-10:44:00 AM,  BANKNIFTY_19400_PE  ,195.73,0.0,25.87%
OPT_1215,2026/08/04-01:23:00 PM,  NIFTY_19100_PE  ,₹199.75,,25.8%
OPT_1216,2026/08/04-01:26:00 PM,  BANKNIFTY_19300_PE  ,200.57,,N/A
OPT_1217,2026/08/04-01:54:00 PM,  BANKNIFTY_19300_PE  ,₹334.57,20035.0,26.28%
OPT_1218,2026/08/04-12:13:00 PM,  BANKNIFTY_19500_PE  ,₹264.1,0.0,23.24%
OPT_1219,2026/08/04-11:35:00 AM,  NIFTY_19000_CE  ,92.44,35802.0,13.05%
OPT_1220,2026/08/04-12:47:00 PM,  BANKNIFTY_19500_PE  ,₹44.19,0.0,15.16%
OPT_1221,2026/08/04-01:19:00 PM,  BANKNIFTY_19500_CE  ,$267.01,,30.16%
OPT_1222,2026/08/04-10:01:00 AM,  NIFTY_19400_CE  ,₹320.5,28386.0,12.73%
OPT_1223,2026/08/04-12:39:00 PM,  BANKNIFTY_19100_PE  ,₹308.09,0.0,30.57%
OPT_1224,2026/08/04-12:07:00 PM,  BANKNIFTY_19300_PE  ,₹312.35,,28.18%
OPT_1225,2026/08/04-12:05:00 PM,  NIFTY_19500_PE  ,230.42,13202.0,27.82%
OPT_1226,2026/08/04-02:06:00 PM,  NIFTY_19100_PE  ,291.18,22491.0,13.91%
OPT_1227,2026/08/04-10:27:00 AM,  BANKNIFTY_19200_CE  ,$12.32,,31.08%
OPT_1228,2026/08/04-11:50:00 AM,  NIFTY_19200_PE  ,₹245.54,44764.0,15.19%
OPT_1229,2026/08/04-01:33:00 PM,  BANKNIFTY_19500_CE  ,$227.16,0.0,31.15%
OPT_1230,2026/08/04-01:20:00 PM,  NIFTY_19300_PE  ,151.39,0.0,28.51%
OPT_1231,2026/08/04-11:22:00 AM,  NIFTY_19400_PE  ,$189.58,0.0,N/A
OPT_1232,2026/08/04-01:56:00 PM,  NIFTY_19400_CE  ,65.94,29956.0,26.34%
OPT_1233,2026/08/04-01:26:00 PM,  NIFTY_19400_PE  ,$284.96,0.0,23.28%
OPT_1234,2026/08/04-02:02:00 PM,  BANKNIFTY_19500_PE  ,$255.92,17676.0,23.57%
OPT_1235,2026/08/04-09:39:00 AM,  BANKNIFTY_19200_CE  ,₹194.0,,N/A
OPT_1236,2026/08/04-12:45:00 PM,  NIFTY_19600_CE  ,270.38,,29.83%
OPT_1237,2026/08/04-01:05:00 PM,  BANKNIFTY_19300_CE  ,242.13,36343.0,18.96%
OPT_1238,2026/08/04-10:47:00 AM,  BANKNIFTY_19400_CE  ,₹257.47,1227.0,21.26%
OPT_1239,2026/08/04-01:54:00 PM,  BANKNIFTY_19400_PE  ,₹289.94,,15.77%
OPT_1240,2026/08/04-10:13:00 AM,  NIFTY_19600_PE  ,₹219.07,16772.0,N/A
OPT_1241,2026/08/04-09:33:00 AM,  BANKNIFTY_19400_CE  ,₹93.21,,16.35%
OPT_1242,2026/08/04-09:44:00 AM,  NIFTY_19400_PE  ,89.61,,27.45%
OPT_1243,2026/08/04-12:00:00 PM,  NIFTY_19200_CE  ,345.14,,13.22%
OPT_1244,2026/08/04-10:45:00 AM,  BANKNIFTY_19400_PE  ,$25.94,0.0,22.49%
OPT_1245,2026/08/04-12:49:00 PM,  BANKNIFTY_19100_PE  ,138.0,32032.0,18.01%
OPT_1246,2026/08/04-10:29:00 AM,  BANKNIFTY_19000_PE  ,339.05,35733.0,17.1%
OPT_1247,2026/08/04-12:05:00 PM,  NIFTY_19300_PE  ,41.44,13483.0,25.47%
OPT_1248,2026/08/04-09:36:00 AM,  NIFTY_19100_CE  ,$172.99,20869.0,15.8%
OPT_1249,2026/08/04-10:16:00 AM,  BANKNIFTY_19100_CE  ,₹144.85,,19.61%
OPT_1250,2026/08/04-01:49:00 PM,  BANKNIFTY_19200_PE  ,$132.28,31540.0,26.45%
OPT_1251,2026/08/04-11:59:00 AM,  NIFTY_19200_PE  ,150.74,0.0,N/A
OPT_1252,2026/08/04-11:29:00 AM,  BANKNIFTY_19200_CE  ,₹76.71,0.0,21.99%
OPT_1253,2026/08/04-12:08:00 PM,  BANKNIFTY_19600_PE  ,338.61,,26.66%
OPT_1254,2026/08/04-12:16:00 PM,  NIFTY_19100_PE  ,72.58,43061.0,28.78%
OPT_1255,2026/08/04-09:54:00 AM,  NIFTY_19600_CE  ,150.21,16167.0,12.18%
OPT_1256,2026/08/04-01:34:00 PM,  BANKNIFTY_19200_CE  ,220.06,,12.31%
OPT_1257,2026/08/04-01:48:00 PM,  BANKNIFTY_19000_CE  ,$190.0,,N/A
OPT_1258,2026/08/04-12:56:00 PM,  NIFTY_19000_CE  ,₹188.29,0.0,28.3%
OPT_1259,2026/08/04-11:32:00 AM,  BANKNIFTY_19000_PE  ,$336.16,38027.0,16.52%
OPT_1260,2026/08/04-09:57:00 AM,  NIFTY_19000_PE  ,138.95,32195.0,26.06%
OPT_1261,2026/08/04-09:58:00 AM,  BANKNIFTY_19600_PE  ,$229.27,38083.0,30.38%
OPT_1262,2026/08/04-11:13:00 AM,  NIFTY_19600_PE  ,₹102.17,,23.27%
OPT_1263,2026/08/04-09:32:00 AM,  NIFTY_19600_PE  ,₹15.32,39471.0,26.25%
OPT_1264,2026/08/04-12:39:00 PM,  NIFTY_19200_CE  ,201.75,0.0,18.63%
